IPC,priorityCountryRegion
F25J3/02,JP
E21B47/00 | G01V1/40,-
G05B17/00 | C07C2/00 | C07C4/02 | C07C4/04 | B01J19/24 | C07C5/327 | B01J8/04 | C07C11/04 | C10G9/26 | C07C5/32,EP | US
C02F1/44 | B01D9/02 | C02F1/58 | C02F1/04,JP | JP
B01D53/32 | B01J19/12 | E21B43/16,US
C07C11/04 | B01J8/04 | B01J19/24 | C10G9/26,EP | US
B09B1/00 | B09B3/00 | B09C1/00 | E21C41/32,PL
B01D53/32 | B01J19/12 | E21B43/16,-
G01V1/40 | E21B47/00 | G01V1/50 | E21B49/00 | E21B49/02 | G01V11/00,-
G01V9/00,-
C10L3/10 | B01D53/22,US | US
-,IN
E21B43/00,IN
G01V1/40 | E21B47/00,-
C02F1/04 | B01D1/00 | C02F1/44,JP | JP
G01V1/40 | E21B47/00 | E21B49/00 | G01V1/50 | E21B49/02 | G01V11/00,-
E21B47/00 | G01V1/40,-
G01V9/00,-
B09B1/00 | B09B3/00 | B09C1/00 | E21C41/32,PL
G21F9/00 | E21B43/16 | E21B43/24 | C10G1/00,-
B01D53/22,US | US
C10L3/10 | C10G7/00 | C10G31/00 | F25J3/00,US | US
C07C11/04 | B01J8/04 | B01J19/24 | C10G9/26 | C07C5/32 | C07C5/327,US | EP
C10L3/10 | C10G7/00 | C10G31/00 | F25J3/00,US | US
C10L3/10 | C10G7/00 | C10G31/00 | F25J3/00,US
F25J3/02,JP
C10G67/04,US | US
B01D9/02 | C02F1/04 | C02F1/44 | C02F1/58,JP | JP
C10L3/10 | C10G7/00 | C10G31/00 | F25J3/00,US
F25J3/02,JP
C10G67/04,US | US
C10G67/04,US | US
C10G67/04,US | US
G01V9/00 | E21B49/08,CN
C10G67/04,US | US
E21B43/267 | E21B43/26 | E21B43/30,US
B01D9/02 | C02F1/04 | C02F1/44 | C02F1/58,JP | JP
C02F1/04 | B01D1/00 | C02F1/44,JP | JP
B01D53/14,US
C10L3/10 | C10G7/00 | C10G31/00 | F25J3/00,US | US
E21B43/267 | E21B43/26 | E21B43/30,US
G05B17/00 | C07C2/00 | C07C4/02 | C07C4/04 | B01J19/24 | C07C5/327 | B01J8/04 | C07C11/04 | C10G9/26 | C07C5/32,EP | US
B01D53/14,US
E21B43/267 | E21B43/26 | E21B43/30,US
B01D53/14,US
C08L33/26 | C08F2/22 | C08F2/24 | C08F2/32 | C09K8/03 | C09K8/60 | C09K8/88,FR
G01V9/00 | E21B49/08,CN
E21B43/267 | E21B43/26 | E21B43/30,US
E21B43/267 | E21B43/26 | E21B43/30,US
E21B43/267 | E21B43/26 | E21B43/30,US
E21B47/06 | G01K7/16,GB
G01V9/00 | E21B47/10 | E21B47/06 | E21B49/00 | E21B43/25 | G01V11/00,US
G01N33/24,US
B01J19/24 | B01J35/02 | B01J23/755 | B01J23/42,US
G01V99/00,US | US
G01V9/00 | G06F17/10,US | US
A01N35/02 | A61L2/18 | C23F11/00 | C23F11/12,JP
E21B43/243,-
E21B44/00,US
E21B43/00 | C10L3/06 | E21B43/01 | E21B43/16,-
C07C5/333 | B01J21/18 | C07C5/32 | C07C11/06,US | US | US | US | US | WO | WO
C10G1/02,-
G01N30/88 | E21B43/24 | G01N30/12 | G01N30/68,IN
E21B34/14 | E21B34/12 | E21B43/25 | E21B43/26,NO
C21B7/00 | C21B5/00 | C21B7/16 | F27D3/16 | F27B1/16,JP
E21B44/00,US
C21B7/00 | C21B5/00,JP
G01V9/00 | E21B47/10 | E21B47/06 | E21B49/00 | E21B43/25 | G01V11/00,US
A01N35/02 | A61L2/18 | C23F11/00 | C23F11/12,JP
C21B7/00 | C21B5/00,JP
G01V9/00 | E21B47/06 | E21B47/10,US
G01V99/00,FR | US
C21B5/00 | C21B7/00,JP
C01B31/02 | C07C11/08 | C07C5/333 | C07C5/32 | B01J21/18 | C07C11/16,WO | US | US | WO | US | US | US
C21B5/00 | C21B7/00,JP
C21B7/00 | C21B5/00 | C21B7/16 | F27B1/16 | F27D3/16,JP
G01V99/00,US | US
E21B44/00,US
G01V99/00,FR | US
C02F3/34 | C02F3/20,US
G01V9/00,FR | US
-,-
C21B7/00 | C21B5/00,JP
-,US | WO
B01J19/24 | B01J23/42 | B01J23/755 | B01J35/02,US
G01N30/88 | E21B43/24 | G01N30/12 | G01N30/68,IN
-,FR | US
C07C1/20 | C07C2/86 | C07C4/02 | C07C15/08,-
C21B7/00 | C21B5/00 | C21B7/16 | F27B1/16 | F27D3/16,JP
E21C41/18 | E21B44/00 | E21C27/22 | E21C35/24 | E21F13/00 | E21F15/06,US
E21B34/14 | E21B34/12 | E21B43/26 | E21B43/25,NO
G01N33/24,US
A01N35/02 | A61L2/18 | C23F11/00 | C23F11/12,JP
C07C5/333 | C07C5/32 | C07C11/08 | C07C11/16 | B01J21/18 | C01B31/02,WO | WO | US | US | US | US | US
G01N33/24,US
C07C5/333 | C07C5/32 | C07C11/06 | B01J21/18,US | US | US | US | US
G01V9/00 | E21B47/06 | E21B47/10,US
B01J19/24 | B01J23/42 | B01J23/755 | B01J35/02,US
G01N33/24,US
C21B5/00 | C21B7/00,JP
C07C5/333 | C07C5/32 | C07C11/08 | C07C11/16 | B01J21/18 | C01B31/02,WO | US | US | WO | US | US | US
G01V9/00 | G06F17/10,US | US
C21B5/00 | C21B7/00 | C21B7/16 | F27B1/16 | F27D7/02,JP
C21B5/00 | C21B7/00 | C21B7/16 | F27B1/16 | F27D7/02,JP
C08L101/00 | C08L23/00 | D01F6/46 | D04H1/4291 | D04H3/14 | C08G63/66 | C09K3/16,JP | JP
C21B7/00 | C21B5/00,JP
A01N35/02 | A61L2/18 | C23F11/00 | C23F11/12,JP
G01N30/88 | E21B43/24 | G01N30/12 | G01N30/68,IN
C08L101/00 | C08L23/00 | D01F6/46 | D04H1/4291 | D04H3/14 | C08G63/66 | C09K3/16,JP | JP
E21B49/00 | E21B43/16 | E21B43/25 | E21B47/06,-
E21B49/00 | E21B47/06,GB
E21B49/00 | E21B43/25 | G01V11/00,US
C21B5/00 | C21B7/00,JP
C21B9/10 | C21B5/00 | C21B7/00 | C21B7/16 | F27B1/16 | F27D7/02 | F27B7/02,JP
E21B43/243,-
E21B49/00 | E21B47/06,GB
A01N35/02 | A61L2/18 | C23F11/00 | C23F11/12 | C09K8/54 | C09K8/60,JP
F25J1/00,US | US
E21B49/00 | E21B47/06,GB
C21B5/00 | C21B7/00,JP
E21B49/00 | E21B47/06,GB
C08L101/00 | C08L23/00 | D01F6/46 | D04H1/4291 | D04H3/14 | C08G63/66 | C09K3/16,JP | JP
C07C1/20 | C07C15/02 | C07C2/86 | C07C15/08 | C07C6/12 | C10G3/00 | C10G29/20 | B01J29/18 | B01J29/40 | B01J29/44 | B01J29/70,-
F25J1/00,US | US
E21B49/00 | E21B47/06,GB
F25J1/00,US | US
A01N35/02 | A61L2/18 | C23F11/00 | C23F11/12,JP
E21B17/042,-
E21B17/042,EP
E21B49/00 | E21B43/16 | E21B43/25 | E21B47/06,-
E21B17/042,EP
E21B,US
E21B17/042,EP
B01J19/18 | F24V40/00 | B01J3/00 | C01B3/02 | B01J6/00,US
E21B17/042,-
E21B17/042,-
E21B49/00 | G01V99/00,-
C02F1/58 | B01F3/04 | B01J8/00 | B01J19/24 | C02F1/70 | C02F1/72,-
G01V9/00 | G01V1/30 | G06F19/00 | G06F17/50,US | US
B01J20/22 | B82Y30/00 | B82Y40/00 | C02F1/28 | C07C233/47,JP
F04B27/10,US
C08J3/12 | C08L101/16 | E21B43/16,JP
C09K8/62 | C09K8/64 | C09K8/66 | C09K8/70 | C09K8/84 | C09K8/90 | C09K8/10 | E21B43/26 | B82Y30/00,US | US | US
F04B53/16 | F04B47/00 | F04B53/10 | F04B27/10,US
C01B31/04 | B01J20/20 | B82Y30/00 | B82Y40/00 | C09K3/32 | C02F1/28 | C10G25/00 | A01K45/00 | E02B15/10 | H01M4/1393 | C02F101/32 | C02F103/08,US | US | US
C08J3/12 | C08L101/16 | E21B43/16,JP
C08G63/16 | C08G63/78,JP
C08G63/16 | C08G63/78,JP
G06F19/00 | G06F17/50 | G01V11/00 | G01V99/00,US | US
G06F19/00 | G06F17/50,US | US
C08G63/16 | C08G63/78,JP
C08J3/12 | C08L101/16 | E21B43/16,JP
G06F19/00 | G06F17/50 | G01V11/00 | G01V99/00,US | US
-,-
C08J11/28 | C09K8/12 | C12N9/18 | E21B43/22,JP
G06F19/00 | G06F17/50 | G01V99/00 | G01V11/00,US | US
C08J3/12 | C08L101/16 | E21B43/16,JP
C08G63/16 | C08G63/78,JP
C08G63/16 | C08G63/78,JP
C08J3/12 | C08L101/16 | E21B43/16,JP
C08J3/12 | C08L101/16 | E21B43/16,JP
B01D63/10 | B01D69/10 | B01D69/12,JP | JP
C12N1/16 | C12P7/16 | C12P7/46,GB
F25J1/00 | F25J1/02,US
C08G63/16 | C08G63/78,JP
B01D63/10 | B01D69/10 | B01D69/12,JP | JP
C08G63/16 | C08G63/78,JP
C08J3/12 | C08L101/16 | E21B43/16,JP
F25J1/00 | F25J1/02,US
C09K8/512 | C08L29/04 | E21B43/26,JP
F04B53/16 | F04B47/00 | F04B53/10,US
C09K8/512 | C08L29/04 | E21B43/26,JP
F04B53/16 | F04B47/00 | F04B53/10,US
B01D63/10 | B01D69/10 | B01D69/12 | B01D71/56 | B01D67/00 | C02F1/44,JP | JP
B01J20/22 | B82Y30/00 | B82Y40/00 | C02F1/28 | C07C233/47,JP
C25B3/01 | C25B3/07 | C25B9/15 | C25B9/21 | C25B11/032 | C25B11/054 | C25B11/073 | C25B3/23,US
F04B53/16 | F04B47/00 | F04B53/10,US
C25B3/01 | C25B3/07 | C25B9/15 | C25B9/21 | C25B11/032 | C25B11/054 | C25B11/073 | C25B3/23,US
-,CN
C25B3/01 | C25B3/07 | C25B3/23 | C25B9/15 | C25B9/21 | C25B11/032 | C25B11/054 | C25B11/073,US
G01N33/22 | B01D46/30 | C10L3/10 | G01N1/34 | G01N33/00,CN
C25B3/01 | C25B3/07 | C25B9/15 | C25B9/21 | C25B11/032 | C25B11/054 | C25B11/073 | C25B3/23,US
E21B7/06 | E21B44/00,US
E21B7/06,US
G01N31/00 | G06T7/40,US | US | US
G01V9/00 | E21B47/00 | G01N33/24 | G06F19/00,US
E21B44/00 | E21B45/00 | E21B47/00 | E21B47/12,US
-,US | US
E21B7/06 | E21B44/00,US
G01V9/00 | E21B47/00 | G01N33/24 | G06F19/00,US
F27B3/08 | C21C5/56 | F27B3/18 | F27D13/00 | F27D3/00 | C22B1/14,-
E21B44/00 | E21B45/00 | E21B47/00 | E21B47/12,US
E21B44/00,US
E21B47/12,US
B01D53/84,US
G06T7/40,US | US | US
B01D53/84,US
D21C3/00 | D21C3/04 | D21C5/00 | D21C9/00 | D21C9/10 | D01F2/02 | C08B1/02 | C08B1/06 | C09K8/10 | C09K8/62 | B82Y40/00,US | US
G06F19/00 | E21B47/00 | G01V9/00 | G01N33/24,US
B65D90/54 | B01D21/02 | E21B21/01 | F16L5/00,-
E21B43/08 | E21B43/38 | E21B43/01,-
G01V9/00 | E21B47/00 | G01N33/24 | G06F19/00,US
B01D53/22,US | US
E21B43/08 | E21B43/38 | E21B43/01,-
G06F19/00 | G01N33/24 | G01V9/00 | E21B47/00,US
C09D163/00,US | US
E21B44/00,US
G01N33/24 | G06F19/00 | G01V9/00 | E21B47/00,US
C08F20/18,US
D21C3/00 | B82Y40/00 | C08B1/02 | C08B1/06 | C09K8/10 | C09K8/62 | D01F2/02 | D21C3/04 | D21C5/00 | D21C9/00 | D21C9/10,US | US
D21C3/00 | D21C3/04 | D21C5/00 | D21C9/00 | D21C9/10 | D01F2/02 | C08B1/02 | C08B1/06 | C09K8/10 | C09K8/62 | B82Y40/00,US | US
E21B44/00,US
G01V9/00 | G01N33/24,US
C08F20/18,US
C08F20/18,US
C08F20/18,US
D21C3/00 | D21C3/04 | D21C5/00 | D21C9/00 | D21C9/10 | D01F2/02 | C08B1/02 | C08B1/06 | C09K8/10 | C09K8/62 | B82Y40/00,US | US
G01N15/08,CN
G01V9/00 | G01N33/24,US
C08F20/18,US
G01V9/00 | G01N33/24,US
B01D71/56 | B01D69/10 | B01D69/12,JP
F27B3/08 | C21C5/56 | F27B3/18 | F27D13/00 | F27D3/00 | C22B1/14,-
F27B3/08 | C21C5/56 | F27B3/18 | F27D13/00 | F27D3/00 | C22B1/14,-
B01D71/56 | B01D69/10 | B01D69/12,JP
C08G63/06 | C08G63/60 | C08L67/04,EP | US | US
G01V1/28 | G01V1/30,-
C08G63/06 | C08G63/60 | C08L67/04,EP | US | US
C08G63/06 | C08G63/60 | C08L67/04,EP | US | US
B01J29/44 | B01J29/06 | B01J29/068,US
G01V1/28 | G01V1/30 | G01V99/00,-
C09K8/14 | C04B28/04,US
C08L5/00 | C08K3/34 | C08K5/19 | C09K8/64 | C09K8/62,US
B01D61/00 | C02F1/44,SG
G01N33/24,US
C09K8/14 | C04B28/04,US
E21B43/27 | C09K8/74 | E21B43/26 | C04B28/04 | C09K8/14,US
C09K8/66 | C09K8/70 | C09K8/80 | E21B43/16 | E21B43/25 | C09K8/594 | E21B43/267,US
C10B53/06 | C10B1/04 | C10B57/02 | C10G1/02 | C10J3/06 | C10J3/20,-
C09K8/68,US
B65D30/02,JP
C09K8/58 | C09K8/594 | C09K8/60 | C09K8/62 | E21B43/16 | E21B43/25,US
G01N33/24 | G06F17/50,US
G01N33/24,US
B01J31/22,US
B01D61/00 | C02F1/44,SG
G01N33/24,US
B65D30/02,JP
E21B49/00 | E21B47/003 | G06F17/10 | G06F19/00,US | US
C09K8/68,US
G01N33/24,US
C09K8/62,US
C09K8/68,US
G01V1/28,CN
B65D30/02,JP
G01V1/28,CN
A23K10/16 | A23K50/80,US | US
E21B33/124 | E21B34/10 | E21B49/00,CN
G01N33/24 | G06F17/50,US
G01N3/24 | G01V1/28 | G01V1/30,CN
G01V1/30,CN
G01V1/30 | G01V1/28,CN
C09K8/62 | E21B43/27,FR
B65D65/40 | B32B5/02 | B32B15/082 | B32B5/26 | B32B15/20 | B32B27/10 | B32B27/30 | B32B27/34 | B32B27/36 | B32B29/00 | B29B9/06 | B32B15/085 | B32B15/088 | B32B15/09 | B32B15/18 | B32B27/06 | B32B27/08 | B32B27/12 | B29B9/12 | B32B27/32,JP
E21B33/124,CN
G01N3/24 | G01V1/28 | G01V1/30,CN
B01J21/08 | B01J21/10 | B01J23/14 | B01J23/30 | B01J29/035 | B01J29/16 | B01J35/00 | B01J37/00 | B01J37/02 | B01J37/03,-
B01J29/035 | B01J21/08 | B01J21/10 | B01J23/14 | B01J23/30 | B01J29/16 | B01J35/00 | B01J37/00 | B01J37/02 | B01J37/03 | C07C6/04,EP
B65D30/02,JP
B01D61/00 | C02F1/44,SG
G06Q50/06 | G01M3/02 | G01N21/3504,JP
E21B49/00 | E21B47/003 | G06F17/10 | G06F19/00,US | US
B01J21/08 | B01J21/10 | B01J23/14 | B01J23/30 | B01J29/035 | B01J29/16 | C07C6/04 | B01J35/00 | B01J37/00 | B01J37/02 | B01J37/03,EP
G06Q50/06 | G01M3/02 | G01N21/3504,JP
G01N,US
B01J29/035 | B01J21/08 | B01J21/10 | B01J23/14 | B01J23/30 | B01J29/16 | B01J35/00 | B01J37/00 | B01J37/02 | B01J37/03 | C07C6/04,EP
C07C51/14 | C07C53/122 | B01J27/043,US
G01V1/30,CN
C08J11/18 | C12M1/00 | C12Q1/37,JP | JP
G01V99/00,FR
C07C5/48 | C07C11/04 | B01J23/34 | B01J8/02,US | US
C08J11/18 | C12M1/00 | C12Q1/37,JP | JP
G01V9/00 | G01V1/30,FR
C08J11/18 | C12N9/14 | C12N9/48 | C12P1/00,JP | JP
E21B43/30 | E21B43/24,-
C05D9/02 | C05F11/00,US | US
C08K3/34 | B01J20/26 | C08K3/22,IN | US
F25J1/02 | F25J1/00,US
C02F9/04 | C02F1/00 | C02F1/66 | C02F9/02,US
C08J11/18 | C12M1/00 | C12Q1/37,JP | JP
C02F1/00 | C02F1/66 | C02F9/02,US
B01J20/26 | C08K3/22 | C08K3/34 | B01D53/02 | B01D53/047 | B01J20/22 | B01J20/28 | B01J20/30 | C01B3/00 | C08G61/10 | C08G61/12,IN | US
B01D53/28 | B01J20/02,EP
C05D9/02 | C05F11/00,US | US
C02F1/00 | C02F1/66 | C02F9/02 | C02F1/28 | C02F101/32 | C02F103/00,US
F25J1/02,US
F25J1/00 | F25J1/02,US
C09K8/06 | E21B21/00,US
C08K3/34 | C08K3/22 | B01J20/26,IN | US
C09K8/06 | E21B21/00,US
C02F1/00 | C02F1/66 | C02F9/02 | C02F1/28 | C02F101/32 | C02F103/00,US
C09K8/508 | E21B33/10 | E21B43/26,JP | JP
C12P7/10 | C12M1/12,US
E21B37/00 | C09K8/52 | E21B21/00,US | US
-,-
B01J20/26 | C08K3/22 | C08K3/34 | B01D53/02 | B01D53/047 | B01J20/22 | B01J20/28 | B01J20/30 | C01B3/00 | C08G61/10 | C08G61/12,IN | US
F25J1/02 | F25J1/00 | F17C6/00 | F17C9/00,US
E21B43/267 | E21B43/26,-
F25J1/02 | F25J1/00,US
B01J20/22 | B01J20/28 | C07F1/00 | C04B38/00,-
-,-
F25J1/02 | F25J1/00 | F17C6/00 | F17C9/00,US
C08J11/18 | C12P1/00 | C12N9/14 | C12N9/48 | C12M1/00 | C12Q1/37,JP | JP
C08J11/18 | C12M1/00 | C12Q1/37,JP | JP
B01J20/26 | C08K3/22 | C08K3/34,IN | US
F25J1/00 | F25J1/02,US
F17C5/04,US
C08J11/18 | C12P1/00 | C12N9/14 | C12N9/48,JP | JP
F25J,US
C07C5/09 | C07C7/11,US
F16C33/60 | F16C19/18,JP | JP
C09K8/508 | E21B33/10 | E21B43/26,JP | JP
F17C5/04,US
E21B49/00,GB
G06Q10/06 | G06Q50/06,US
E21B47/06 | E21B47/10 | E21B49/00,-
F17C5/04,US
C07C4/06 | C07C11/04 | C07C11/06,US
C07C5/09 | C07C7/11,US
C08J11/18 | C12M1/00 | C08L67/04 | C08L101/16,JP | JP
C08J11/18 | C12N9/14 | C12N9/48 | C12P1/00,JP | JP
E21B49/00,GB
G01N24/08 | G01R33/30 | G01V3/32,US
E21B49/00,GB
G01N33/28,US
G06Q10/06 | G06Q50/06,US
E21B49/00,GB
G01V99/00,FR
G06Q10/06 | G06Q50/06,US
E21B33/129,JP
-,JP | WO
E21B33/129,JP | WO
G01N24/08 | G01R33/30 | G01V3/32,US
B01D53/14 | B01D53/18 | C10L3/10 | B01F5/04,US
B01J20/04 | B01D53/46 | B01D53/64 | B01J8/00 | C02F1/28,US
G01N24/08 | G01R33/30 | G01V3/32,US
-,US
E21B47/06 | E21B47/10 | E21B49/00,-
G01N24/08 | G01R33/30 | G01V3/32,US
E21B33/129,JP | WO
F25J,US
G06K | G06Q,-
F17C5/04,US
E21B33/129,JP
G01V9/00 | G01V1/30,FR
B01J20/06,US
E21B43/26 | G06F30/28,RU
B32B7/02 | B32B33/00 | B32B9/02 | D06N7/04 | E02D31/00 | E21B21/06,US | US
C02F1/50 | C09K3/32 | A01N25/22 | A01N37/16 | A01N59/00 | C02F1/72 | C02F103/00 | C11D3/39,US | US | US
C02F1/02 | C02F1/52 | C02F11/122 | C02F11/127 | C02F11/15,US
E02D31/00 | B32B7/02 | B32B9/02 | B32B33/00 | D06N7/04 | E21B21/06,US | US
E21B41/00 | G06F17/50 | G06F9/455,FR
-,US
C02F1/50 | C09K3/32 | A01N25/22 | A01N37/16 | A01N59/00 | C02F1/72 | C02F103/00 | C11D3/39,US | US | US
B32B5/28 | B65D90/24 | E04H7/02 | F16N31/00,US | US
C08L97/02 | C08H8/00 | C12P7/10 | C12P19/04,US
C08L97/02 | C08H8/00 | C12P7/10 | C12P19/04,US
C08L97/02 | C08H8/00 | C12P7/10 | C12P19/04,US
C09K8/80 | C04B33/04 | C04B33/135,PL
C08L97/02 | C08H8/00 | C10G1/00 | C10G1/04 | C10G1/06 | C10G2/00 | C10G99/00 | C10G32/02 | C10G32/04 | C12P7/10 | C12P19/04,US
C10G2/00 | C10G1/00 | C10G1/04 | C10G9/00 | B01J23/745,US
C08H8/00 | C08L97/02 | C12P7/10 | C12P19/04,US
-,US
C12P7/64 | C12N1/21,US
C09K8/62 | C09K8/70 | C09K8/72,US
E21B43/26 | C09K8/62,US
C09K8/80 | C04B33/04 | C04B33/132 | C04B35/10 | C04B35/14,PL | PL | EP
C10G2/00 | C10G1/00 | C10G1/04 | C10G9/00 | B01J23/745,US
C08H8/00 | C08L97/02 | C12P7/10 | C12P19/04,US
C08H8/00 | C10G9/00 | C10G2/00 | C10G1/00 | C10G1/04 | B01J23/745 | C08L97/02 | C12P7/10 | C12P19/04,US
C08H8/00 | C10G9/00 | C10G2/00 | C10G1/00 | C10G1/04 | B01J23/745 | C08L97/02 | C12P19/04 | C12P7/10,US
C08L97/02 | C08H8/00 | C12P7/10 | C12P19/04,US
G01V3/14,US
E02D31/00,US | US
C12N1/21 | C12N9/02 | C12N9/10 | C12N9/88 | C12N15/53 | C12N15/54 | C12N15/60 | C12P5/02 | C12P7/04 | C12P7/24 | C12P19/32 | C12P7/62 | C12P7/64,US
C08H8/00 | B01J15/00 | B01J19/08 | C08L97/02 | C12P19/04 | C12P7/10,US
C10G70/04,EP
C08H8/00 | C08L97/02 | C12P19/04 | C12P7/10,US
E21B43/26 | C09K8/62 | C09K8/70 | C09K8/72,US
C12P7/64 | C12N1/21,US
C08L97/02 | C08H8/00 | C12P7/10 | C12P19/04,US
C08L97/02 | C08H8/00 | C12P1/00 | C12P7/10 | C12P19/00 | C12P19/04,US
E21B43/00 | C01B3/34 | C01B31/20 | C01B32/50,JP | JP
C08L97/02 | C08H8/00 | C10G1/00 | C10G1/04 | C10G1/06 | C10G2/00 | C10G32/02 | C10G32/04 | C10G99/00 | C12P7/10 | C12P19/04,US
C08L97/02 | C08H8/00,US
C08H8/00 | C08L97/02 | C12P19/04 | C12P7/10,US
B32B5/28 | B65D90/24 | E04H7/02 | F16N31/00,US | US
C07C1/20 | C07C15/04 | C07C15/06 | C07C15/08,-
C08H8/00 | C12P7/10 | C08L97/02 | C12P19/04,US
E21B43/00 | C01B3/34 | C01B32/50,JP | JP
E21B43/26,US | US
B09B3/00 | C01D3/08 | C01F11/32 | B09B3/70,SE
C12P19/04 | C08L97/02 | C08H8/00 | C12P7/10,US
C08L97/02 | C08H8/00 | C12P1/00 | C12P7/10 | C12P19/00 | C12P19/04,US
C08H8/00 | B01J15/00 | B01J19/08 | C08L97/02 | C12P7/10 | C12P19/04,US
E02D31/00,US | US
C12P7/64 | C12N1/21,US
C08H8/00 | C08L97/02 | C12P19/04 | C12P7/10,US
C02F1/50 | C09K3/32,US | US | US
C02F1/50 | C09K3/32,US | US | US
E21B47/00 | G01V1/40 | G01V1/48,US
E21B43/295 | C01B3/34 | C01B31/20 | E21B43/00 | C01B32/50,JP | JP
A01N37/16 | A01N25/22 | A01N37/02 | A01N59/00 | A01P1/00 | C02F1/50 | C09K3/32,US | US | US
A01N25/22 | A01N37/16 | A01N59/00 | C02F1/72 | C11D3/39 | C02F103/00,US | US | US
C12P19/04 | C12P1/00 | C12P7/10 | C12P19/00 | D21C1/00 | C08H8/00,US
G01V3/14,US
C02F1/469 | C02F1/42 | C02F1/48,US
E21B43/00 | C01B3/34 | C01B31/20 | C01B32/50,JP | JP
C08H | C08L | C12P,US
E21B43/00 | C01B3/34 | C01B32/50,JP | JP
C01D3/08 | C01F11/32 | B09B3/00 | B09B3/70,SE
B09B3/00 | C01D3/04 | C01F11/32 | B09B3/70 | C01D3/08,SE
C10G70/04,EP
C02F1/50 | C09K3/32,US | US | US
B09B3/00 | C01D3/08 | C01F11/32 | B09B3/70,SE
C12P7/64 | C12N1/21,US
C02F1/50 | C09K3/32,US | US | US
B09B3/00 | C01D3/08 | C01F11/32 | B09B3/70,SE
E21B49/08 | E21B43/14 | E21B47/00 | E21B47/10 | E21B49/00,US | US
E21B43/26 | E21B49/00 | E21B43/267 | E21B43/25 | G01V1/28 | E21B47/06,US
C08L97/02 | C08H8/00 | C12P7/10 | C12P19/04,US
E21B41/00 | G06F17/50 | G06F9/455,FR
C08L97/02 | C08H8/00 | C12P7/10 | C12P19/04,US
G01N29/024 | G01N29/032 | G01N29/30 | G01N29/44 | G01N29/32,SE
C12N | C12P,US
B09B3/00 | C01D3/08 | C01F11/32 | B09B3/70,SE
C07C1/20 | C07C15/04 | C07C15/06 | C07C15/08,-
E21B41/00 | G06F17/50 | G06F9/455,FR
C01B3/52 | B01D53/14 | C01B3/38 | C01B3/48 | B01D53/75 | C01B32/50,JP | JP
E21B49/08 | E21B43/14 | E21B47/00 | E21B47/10 | E21B49/00,US | US
F25J3/06 | C10G5/00 | C10G5/06 | C10L3/00 | C10L3/06 | F25J3/00 | F25J3/02,-
E21B43/30 | E21B43/14 | E21B49/00 | E21B49/08,US | US
A01N25/22 | A01N37/16 | A01N59/00 | C02F1/72 | C11D3/39 | C02F103/00,US | US | US
B01D53/00 | B01J47/00,US
E21B43/295 | C01B3/34 | E21B43/00 | C01B31/20 | C01B32/50,JP | JP
C02F1/50 | C09K3/32,US | US | US
C02F1/50 | C09K3/32,US | US | US
C01D3/08 | C01F11/32 | C01F11/24 | B09B3/70,SE
C08L97/02 | C08H8/00,US
B09B3/00 | C01D3/08 | C01F11/32,SE
C12P19/04 | C08L97/02 | C08H8/00 | C12P7/10,US
B09B3/00 | C01D3/08 | C01F11/32 | B09B3/70,SE
C10G70/04,EP
C02F1/50 | C09K3/32,US | US | US
F04B53/00 | E21B43/26 | F04B17/03 | F04B53/08 | F04B53/18,-
C08H | C08L | C12P,US
C12N | C12P,US
C02F1/50 | C09K3/32,US | US | US
G01V1/28 | G01V1/30 | G01V1/50,US
C12M1/107 | C12M1/00 | C12N1/20 | C12N1/26 | C12P5/02 | C12P21/00,US
C12P5/02 | C12P21/00 | C12M1/107 | C12M1/00 | C12N1/20 | C12N1/26 | C12N1/30,US
E21B49/08 | E21B43/14 | E21B47/00 | E21B47/10 | E21B49/00,US | US
C02F1/50 | C09K3/32,US | US | US
B01J19/08 | C10L1/02 | C12P7/02 | C12P7/10 | D21B1/02 | C08H8/00 | C08B1/00,US | US | US
C10G3/00 | C10L1/04 | C07C4/00 | B02C19/18 | C10G47/00 | B01J19/08 | C10G15/10 | C10G11/00,US | US | US
C02F3/00 | C02F9/00 | B03D1/14 | B03D1/24 | C02F1/20 | C02F1/24 | C02F1/26 | C02F1/28 | C02F1/40 | C02F1/44 | C02F1/52 | C02F1/66 | C02F3/12 | C02F5/08,US
E21B47/117 | E21B47/12,US
E21B47/117 | E21B47/12,US
C12P5/02,AU
D21C1/00 | B01J19/08 | C12P7/02 | C12P7/10 | C12P7/16 | C12P19/14 | D21B1/10,US | US | US
C10G25/12,-
B01J19/08 | D21C1/00,US | US | US
E21B47/06 | E21B49/00 | E21B21/08,US
C02F3/00,US
E21B49/00 | E21B47/00 | G01V1/40 | G06F30/13,-
D21C1/00 | B01J19/08 | B09B3/00,US | US | US
G06Q10/04 | G06Q50/02,FR
C10G25/12,-
C07D305/12 | C07C67/30 | C07D307/60,US
C10G25/05,-
C02F3/00,US
C07D305/12 | C07D307/60 | C07C67/30,US
E21B49/00 | E21B47/06 | E21B21/08,US
B01J23/889 | B01J23/34 | B01J23/835 | B01J37/04 | B01J37/28 | C07C5/48 | B01J37/08 | B01J38/12 | B01J23/94 | B01J23/92 | B01J27/28 | B01J37/02,US
E21B49/00 | E21B21/08 | E21B47/06,US
C08L101/14 | C08L29/04 | C08L67/02 | C08L67/04 | C08L71/02 | C09K8/12 | C09K8/68 | E21B43/22,JP
